vesselId,gfwName,gfwTonnage,mofStatus,mofNameKor,mofTonnage,mofPossibleMisclassification,tacPathA_status,tacPathA_name,tacPathA_numberStatus,tacPathB_status,tacPathB_name,tacPathB_numberStatus
0cfee703b-bc7e-dfcf-1df7-b948fb90858a,DAE JIN HO,,name_fuzzy_below_threshold,DAI2506,1339.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0cfefbe06-627d-a94e-038d-79183f1f1f75,,,unmatched,,,False,not_attempted_no_mof_match,,,unmatched,,
0d0095750-0fb3-57c7-ff73-bdbf64448c81,DA DUK HO,,name_fuzzy_below_threshold,카쿠아(KAQUA),2.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0d0152d96-6aaa-2c42-be95-2751e6f538aa,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
0d03175da-aabb-2200-0c64-54210e711661,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
0d057bf40-0c24-aefa-1313-9203afacb146,5KWANGWOON,,name_fuzzy_below_threshold,부경FD-6,3797.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0d06f2dc0-0723-2976-82a3-470fa3276b3c,,,unmatched,,,False,not_attempted_no_mof_match,,,unmatched,,
0d3502bfa-a62c-31e5-20b4-3311cd437cb9,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
0d35aceef-f454-c011-27b9-c4b0803554aa,O NIK SEU HO,,name_fuzzy_below_threshold,9001신흥호,2200.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0d38cc477-735e-aa5e-0561-68de4383c7f5,,,unmatched,,,False,not_attempted_no_mof_match,,,unmatched,,
0d40e0c60-0bcc-cb25-cbd9-37314bfab675,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
0d4448c24-424a-f40e-9433-b55280a25254,DONG GEON HO,,unmatched,,,False,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0d445ac8c-cd4b-719f-153d-684467c4d1f1,,,unmatched,,,False,not_attempted_no_mof_match,,,unmatched,,
0d53d6644-4523-f441-31cf-9c9fdc7f8287,KUM DON HO,,unmatched,,,False,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0d5991fba-a635-804a-c398-672f7cdbb11f,DONG SEONG HO,,name_fuzzy_below_threshold,한강5호,486.0,True,not_attempted_no_mof_match,,,name_fuzzy_non_mutual,동성호,none
0d677c9f1-16b8-39fc-6217-574b1ed47e57,793 KUM JEONG HO,,name_fuzzy_below_threshold,PKL 방제,33.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0d6908fd8-8454-f937-88ca-7a6beacc1e72,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
0d7098457-76a0-d615-1f05-9f8cf52debfd,,,unmatched,,,False,not_attempted_no_mof_match,,,unmatched,,
0d74cb1c7-71da-eb0f-2dc8-a896efd11baf,5HAEPUNG,,name_fuzzy_below_threshold,해륙피1호,193.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0d79fe8cd-d1ca-ab13-1112-2e4d3c61aa03,,,name_fuzzy,해진1호,319.0,True,name_fuzzy_mutual,해진호,one_side_missing,name_fuzzy_non_mutual,해진호,one_side_missing
0dc053403-3b71-dd9d-3240-093536db1769,,,name_fuzzy,해성호,297.0,True,name_fuzzy_non_mutual,해성호,none,name_fuzzy_below_threshold,,
0dd07339a-a892-75c4-c6fc-2800e208cb5e,DEOK YONG HO,,name_fuzzy_below_threshold,동성호,16.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0dd1e5feb-b5d5-98b3-cd5c-85561cb3911d,,,unmatched,,,False,not_attempted_no_mof_match,,,unmatched,,
0de282e83-331f-b1ed-3d4e-fb52f779ddb6,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
0deb40e87-7a49-2064-56eb-6caafbfb5894,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
0deffc4a5-5297-6cbf-28c3-f35bbbac525c,YOUNG JIN HO,,name_fuzzy_below_threshold,니레,10483.0,True,not_attempted_no_mof_match,,,name_fuzzy_non_mutual,용진,none
0dfba10af-f9fd-3361-e377-53ef4f6941fd,,,unmatched,,,False,not_attempted_no_mof_match,,,unmatched,,
0dfe2d08a-a58a-51e9-30a1-cc925f6299ac,MAN NAM HO,,unmatched,,,False,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0e119be45-567f-42be-26ce-5c89b259f879,21 SUNG YOUNG HO,,name_fuzzy_below_threshold,JI HUANG YU 02626,316.0,False,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0e1b77d00-083e-5c74-0e93-065caf34a48c,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
0e1cdf7c0-0da1-50d7-c272-299cc823c040,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
0e20884f6-6c41-6583-b99b-b7f34cad7205,YANG JIN,,name_fuzzy_below_threshold,CHANG YANG JIN HE,39126.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0e2732f86-60ce-28cd-606d-59f7bc888ebf,SUNG JIN HO,,unmatched,,,False,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0e317d509-9a3d-888c-14a9-5d0e874a1422,,,unmatched,,,False,not_attempted_no_mof_match,,,unmatched,,
0e321b0cf-f8dd-d52a-856c-f5f91aa5b3c3,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
0e41b64f4-4144-7615-68d9-70dea866d59b,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
0e431b779-9416-f935-d04b-c39107594b23,,,unmatched,,,False,not_attempted_no_mof_match,,,unmatched,,
0e48faf6b-b617-d98f-7bc9-45bbd19e65b4,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
0e4c0ef1e-ec44-c4b1-152b-ff4d3714ca2e,SUNGBOK,,name_fuzzy_below_threshold,GSP NEPTUNE,6557.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0e4e5e000-0cbc-4816-4312-b37743332c4d,YONG SUNG HO,,name_fuzzy_below_threshold,3영호,78.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0e54b6d00-039e-20a2-c7e8-729a13f6f105,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
0e5b31f76-66b2-8d9f-275d-d897b18dce88,RICHAD,,name_fuzzy_below_threshold,JI HUANG YU 02626,316.0,False,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0e632c857-751b-aadc-ef65-9c541193567f,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
0e6451268-840b-3744-51e0-0ce53e3a5302,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
0e6574378-805c-d70c-a661-df24808d7604,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
0e67b182e-ef73-c8cf-7874-e21bb55980c2,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
0e6819145-59eb-30ad-e2f8-c3df1b4eaf78,99GWANGYANG,,name_fuzzy_below_threshold,203 창남,236.0,False,not_attempted_no_mof_match,,,name_fuzzy_non_mutual,광양호,one_side_missing
0e68337b1-12f8-6b9e-f099-2151ba039ff9,DEOK SU,,unmatched,,,False,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0e69eae4e-ec62-f65c-1a6b-368d14dcbb31,AJIN HO,,name_fuzzy_below_threshold,진일호,158.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0e751326c-ca40-6ec2-4699-72bab08dccf5,CHANGSINHO,,unmatched,,,False,not_attempted_no_mof_match,,,name_fuzzy_non_mutual,창민호,none
0e7843311-1766-d7f6-8690-c30bc9f81bd7,HANGANG BUS 102,,unmatched,,,False,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0e784b935-5b00-0444-9c99-6fc3f6929016,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
0e7ac0d12-2f3a-8979-6438-cb934b9ffdd1,BOSS.2,,name_fuzzy_below_threshold,삼성 2011,1604.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0e7ac4ea4-40e5-aa92-7e58-ea3c9f4b767d,CHEONGJEONG BADA 1,,unmatched,,,False,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0e8230f39-96a3-3307-e9dc-3eb28af7d35d,JANG WON HO,,name_fuzzy_below_threshold,장목2호,35.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0e88bd1e8-8d8f-5ee5-d7f1-cf9ccdb07124,207NAMYANG,,name_fuzzy_below_threshold,ATACAMA,95138.0,True,not_attempted_no_mof_match,,,name_fuzzy_non_mutual,201남양호,mismatch
0e943f59e-e2e2-1df1-a0a4-cb93bc88e1b7,DAE SIN,,name_fuzzy_below_threshold,다온,819.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0e9556fac-ce13-14e7-fd6f-51a23f40e4f9,,,name_fuzzy,MARA,338.0,True,unmatched,,,name_fuzzy_below_threshold,,
0e9f9cdc8-81e8-b14f-535c-86fcd0875b07,BAEKIL,,name_fuzzy_below_threshold,대진8006,411.0,True,not_attempted_no_mof_match,,,name_fuzzy_mutual,백일호,none
0ea03ae64-453e-6a04-9290-5e3b9406125b,MYEONG JIN HO,,name_fuzzy_below_threshold,명진3001호,737.0,True,not_attempted_no_mof_match,,,name_fuzzy_non_mutual,107명진호,one_side_missing
0ea1eea2f-ff58-e3f9-6697-cc75e51d6e64,,,unmatched,,,False,not_attempted_no_mof_match,,,unmatched,,
0eacb3d39-9de8-5892-082e-af4ddf758cfe,CHAMPION,,name_fuzzy_below_threshold,RT CHAMPION,462.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0eb4bd04e-eb8a-2076-ef3d-1e53ec40a3b2,EBADAHO,,name_fuzzy_below_threshold,ASAHI,413.0,True,not_attempted_no_mof_match,,,name_fuzzy_mutual,에바다호,none
0eb96ca12-268f-6256-b797-2850db6c9fbb,DO SEU HO,,name_fuzzy_below_threshold,대명호,96.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0ec191fc8-8119-4951-d37a-cfc8941fe6b5,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
0ec648c8d-d6bf-8d49-3c88-b13d7de2fa08,19BORYUNG,,unmatched,,,False,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0ee49ab87-75c8-ced2-8d99-a6d1d2359e34,DAE SEONG HO,,name_fuzzy_below_threshold,에스디 지-1호,771.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0eede9da4-4b3a-e078-a76f-c7d5915a0652,9 CHEONG YANG,,name_fuzzy_below_threshold,NIPPON MARU,22472.0,True,not_attempted_no_mof_match,,,name_fuzzy_non_mutual,청양호,one_side_missing
0eef4b358-8876-7251-cc55-6ac587f8f69d,,,callsign_exact,HYUNDAI 109,31355.0,True,unmatched,,,unmatched,,
0ef024ec9-9630-5681-e4c8-d474297a91c5,BAEK YANG HO,,name_fuzzy_below_threshold,태성301,149.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0ef2d4626-663c-7324-94e7-fef792176690,HAEJIN_HO ____,,name_fuzzy_below_threshold,세종 비5호,6032.0,True,not_attempted_no_mof_match,,,name_fuzzy_non_mutual,해진호,none
0efa9aeda-ac1d-5d39-db81-68128cf123e7,JIN PRO 1,,name_fuzzy_below_threshold,킹3호,144.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0efaee72b-b34c-bd16-5e3d-c581b0781706,SOL TI GA,,name_fuzzy_below_threshold,NO.8 GEUM WHA HO,254.0,False,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0efc72bab-b042-6774-608d-26f8a63c75ba,206 HEUNGSUNG,,name_fuzzy_below_threshold,JI HUANG YU 02626,316.0,False,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0eff63a41-17fa-e0a6-a7f5-67e1cc60bdcf,JJ FISHING,,name_fuzzy_below_threshold,HONOR SPRING,5582.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0f14ffc75-5375-386c-51a5-1c5957fa1288,702KYUNGHAE,,unmatched,,,False,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0f30786bf-f72d-332b-d2da-403485b3ff68,JEONGSEONGHO,,name_fuzzy_below_threshold,천정3호,13.0,True,not_attempted_no_mof_match,,,name_fuzzy_mutual,제51동성호,one_side_missing
0f36de89b-bf2c-0dae-6580-8862c637c2a1,JEONJIN 5,,unmatched,,,False,not_attempted_no_mof_match,,,name_fuzzy_non_mutual,전진호,one_side_missing
0f4109f32-2ef9-6dc2-17bd-5e2c2f404e4a,WOOSEONG HO,,unmatched,,,False,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0f4324c1a-a975-6ccf-dccf-e7cbce917760,,,unmatched,,,False,not_attempted_no_mof_match,,,unmatched,,
0f445ae11-1347-fca0-e6c2-503fe146721f,,,unmatched,,,False,not_attempted_no_mof_match,,,unmatched,,
0f4b62c7a-aa8a-422c-5fa0-3950d72dd3da,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
0f572ec75-5e62-ab60-81f3-038a06ee2394,8 DAE YANG HO,,name_fuzzy_below_threshold,대성105호,24.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0f5cda172-262c-3949-b9d2-763b3ec028d6,MUNSEONGHO,,name_fuzzy_below_threshold,306조양호,237.0,True,not_attempted_no_mof_match,,,name_fuzzy_non_mutual,문성호,none
0f82537bc-caff-a2c2-be37-ac564887a891,1MAN GU,,name_fuzzy_below_threshold,YUZAN MARU,699.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0f993c827-746e-9680-f0e3-75928724a7d7,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
0fa168dc6-64f1-1715-69c9-417e56ccdd0e,HEUG BOK HO,,name_fuzzy_below_threshold,MIHOGO,1113.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0fa2ec7d2-2fe6-9525-75a3-098065e708a5,BOLA2HO,,name_fuzzy_below_threshold,A-20,231.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0fa65d3e6-6990-f1af-c225-27210c3bb5a7,SAMSEONGHO,,name_fuzzy_below_threshold,7해구호,161.0,True,not_attempted_no_mof_match,,,name_fuzzy_mutual,삼성호,none
0faeb98aa-a336-7344-36ce-45afbf62d628,NAMSUNG HO,,unmatched,,,False,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0fbc25efd-d014-e089-82de-19ebeed2a647,KUMSEONG,,name_fuzzy_below_threshold,LURONGYU 6330,278.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0fc96f663-3400-6155-4ee3-28b5dfc1dc0c,YOU WAN HO,,name_fuzzy_below_threshold,YUZAN MARU,699.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0fcb42b80-0f85-21e2-a608-370366a35ff2,DONG HWA HO,,name_fuzzy_below_threshold,101 SHIN DONG,141.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0fd0fab4c-ca7e-9123-f31c-505fe409a191,NAMJU,,name_fuzzy_below_threshold,KAIO MARU,192.04,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0fd36db66-65a5-f9e4-2295-cab77635d2ab,MEOT JAENG I,,name_fuzzy_below_threshold,진일호,158.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
0fd81d999-9e58-9dac-4a10-e32520457449,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
0fe7b7c90-09e2-2b1a-c2b9-24c7df1d454b,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
0fe850ffd-dc96-66bb-958e-dfc597c603fb,,,unmatched,,,False,not_attempted_no_mof_match,,,unmatched,,
0fec317df-f773-b40b-ee0c-0939bbef336c,NEW EINS,,name_fuzzy_below_threshold,DREAM 2,4685.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
1002411a0-0949-1551-3d32-a26157f65572,305UNHWA,,name_fuzzy_below_threshold,선화비-81,3151.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
1002cbd66-6b20-3b26-845d-8861bdb0edc9,PERFECT HO,,name_fuzzy_below_threshold,LAPIS ACE,77695.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
1009942a0-0e08-da0b-b97b-8c03da948b14,CLAS,,name_fuzzy_below_threshold,CLASSICA,23897.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
100f74992-2b19-66b2-5a36-48403c788c4f,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
101a379ee-ee82-4982-ed7f-b7152e56c3e3,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
10252872d-def4-035c-e051-221c9493310f,HAE MAEN HO,,name_fuzzy_below_threshold,해양6001호,1062.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
102775d88-839a-7539-4d64-c6e5a9d18adb,KCG122,,unmatched,,,False,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
102f9ec65-5f76-f0c1-9d09-c16c0c32ee59,SUNGUN,,unmatched,,,False,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
103153c73-324d-f23c-f382-d1332b0c64f5,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
1033d49b4-4e14-0e60-a8aa-661604d9eec4,101 POO REUM HO,,name_fuzzy_below_threshold,MUROU MARU,1400.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
1035ab55d-d83e-d503-1de4-12bd9a4a924e,11 TAE YANG,,name_fuzzy_below_threshold,부경FD-6,3797.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
103a3db4b-bb6f-39b5-1cc2-ff9c4c96216a,,,unmatched,,,False,not_attempted_no_mof_match,,,unmatched,,
105c56256-6c7c-1c3e-d306-9cba404c584e,CHANG SEONG HO,,name_fuzzy_below_threshold,36동신,135.0,False,not_attempted_no_mof_match,,,name_fuzzy_non_mutual,창성호,none
106f02147-74d4-29e2-9063-1799dec871b8,TAE JIN HO,,name_fuzzy_below_threshold,대진8006,411.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
10741ceb6-6da3-353a-1611-9d95fd29ba02,,,callsign_exact,준설선삼환SP-1호,1016.0,True,name_fuzzy_below_threshold,,,name_fuzzy_below_threshold,,
1074fa7c4-449f-abb7-47fa-23c62aa81628,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
107feba20-0488-8160-a364-61972a2246af,,,unmatched,,,False,not_attempted_no_mof_match,,,unmatched,,
10815bf40-0972-5c2a-e912-4a915d8d5a80,HAE YANG HO,,name_fuzzy_below_threshold,ZHOU YANG YU 1112,285.0,False,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
1082c5c31-19d4-9b0e-6b77-716521129e1f,,,unmatched,,,False,not_attempted_no_mof_match,,,unmatched,,
1082e74f3-3d9a-0cde-f5c6-f33f15523593,BUL KWEYNG HO,,name_fuzzy_below_threshold,SHIN KWANG B- 6,678.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
1084f56e9-9b89-941c-87c7-804d41a00e1a,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
10893a200-0026-9dbc-7265-d5b730e04995,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
10937be8f-f2f5-2c7a-7d9e-39eaeee82f0d,,,name_fuzzy,성일호,795.0,True,name_fuzzy_mutual,77성일호,one_side_missing,name_fuzzy_below_threshold,,
10946c0e9-928e-f8d3-e59c-dfe65a951141,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
1096af3a5-555b-07fd-032e-c98dc04f43f1,,,name_fuzzy,해진1호,319.0,True,name_fuzzy_non_mutual,해진호,one_side_missing,name_fuzzy_non_mutual,해진호,none
10b0f345d-d7c0-f2db-9c9f-63703379cdaf,SUBOGHO,,unmatched,,,False,not_attempted_no_mof_match,,,name_fuzzy_non_mutual,수복호,none
10bd33d35-537b-0a85-b3dc-53785cb4e139,998DEAHAN HO,,unmatched,,,False,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
10c3b7ffd-d68b-4184-4be0-8ad9a6e90eaa,IL GWANG BA DA HO,,name_fuzzy_below_threshold,SHIN KWANG B- 6,678.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
10d2b5d4b-bb06-b5ae-9f58-ae741e52da4c,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
10d415e73-3c5c-0ef9-195a-dde818c8c2de,DONG WON  HO,,name_fuzzy_below_threshold,동원31 　　　,482.0,False,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
10dabb40b-b1f4-466e-a684-20c9036bb7c8,,,name_fuzzy,5 대양,128.0,True,name_fuzzy_below_threshold,,,name_fuzzy_below_threshold,,
10e79ddd6-65c3-d576-b559-4102a7960a42,HAHAHOHO,,name_fuzzy_below_threshold,HOKUYO MARU,308.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
10f6d2fda-a88e-4a71-39c6-ab41b934787b,SUPERMARINE,,unmatched,,,False,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
10f7be52f-f4e4-1c66-c45a-276d9d7f604a,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
10f8c42ba-ad76-e73e-189d-cb05f0acfdff,5HAEYANG,19.82,name_fuzzy,해양호,19.82,False,name_fuzzy_mutual,해양호,none,name_fuzzy_non_mutual,해양호,one_side_missing
10f8f00df-f823-1dfa-a33f-743ef781c095,,,unmatched,,,False,not_attempted_no_mof_match,,,unmatched,,
10fabc024-40c4-12f6-2c86-6bc4555fe11e,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
11046e478-889d-745d-cae1-92f3dd697d94,,,unmatched,,,False,not_attempted_no_mof_match,,,unmatched,,
11076766d-d16e-1381-5eec-959f58e306e4,GA I A HO,,name_fuzzy_below_threshold,GEOPOTES NO.9,7411.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
110a3ab41-1a0a-d34b-2d74-f26e36029cc1,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
1115c6367-738a-23d8-cb50-c53a8e488ab5,JE 3 GEUM SEONG HO,,name_fuzzy_below_threshold,YUN HAI MIN SHENG,5627.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
111af097d-d198-c330-413d-3544c5343067,HAEUNHO,,name_fuzzy_below_threshold,한산호,85.0,True,not_attempted_no_mof_match,,,name_fuzzy_mutual,710해운호,one_side_missing
1120cfacb-b870-b6fe-4c8e-1d032843355d,BYTE,,name_fuzzy_below_threshold,와이케이티-1호,94.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
11246610a-a825-4899-490f-08f355b6a9e0,208DAE YANG,,name_fuzzy_below_threshold,가스가마루,6.1,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
1128ec0db-bbf0-bc31-2aa7-7cd74b100843,7YUJIN,,name_fuzzy_below_threshold,WON JIN NO.1,513.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
11426e308-8fc7-e688-878b-f8dc400a81de,97HUIYUNG,,unmatched,,,False,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
114293474-4950-d2a4-5075-c780cfe6b031,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
1143faa90-0a30-a494-5465-c34fb5bc3d28,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
11448ab98-84a8-2fbd-da84-9ba2c9ba8e55,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
115089b21-1168-445d-f915-0a76b45ce5bd,SEUNG RI  HO,,name_fuzzy_below_threshold,SHIN KWANG B- 6,678.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
1150a40dd-db33-1826-13e1-00b634235e4f,TAE GONG HO,,name_fuzzy_below_threshold,대명호,96.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
1158f9d82-2e86-840f-1fca-fb5f73dbf44e,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
1160bca05-5208-8e84-0a3e-dc1f85553e84,889CHEON BOK,,unmatched,,,False,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
116bcf05c-cc01-7428-7c8b-03a627176688,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
116d0d506-68b3-ed84-7842-a2a4c2fcce7f,,,unmatched,,,False,not_attempted_no_mof_match,,,unmatched,,
1170e288a-aa35-55c2-a17d-3efdafda1589,5 SAM SEONG,,unmatched,,,False,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
11717d3d9-9537-4adc-8963-df53d45da570,SEONG JIN HO,,name_fuzzy_below_threshold,돌핀스,29.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
1176f6641-13af-82fa-7cec-bb5ffcef06e8,,,unmatched,,,False,not_attempted_no_mof_match,,,unmatched,,
1178b98ec-cd75-0a84-98e6-8f58abe0f8fb,,,name_fuzzy,DAE SUN HO,245.0,True,name_fuzzy_below_threshold,,,name_fuzzy_below_threshold,,
117e69a18-8871-c2ff-27f8-18cc9ea2671e,DAEPUNG1HO,,name_fuzzy_below_threshold,GOLD MARINE NO.11,278.0,True,not_attempted_no_mof_match,,,name_fuzzy_mutual,102대풍호,mismatch
1183e2961-1812-9950-b838-1cf818efe10f,621YOUNGSIN,,unmatched,,,False,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
118436e27-75b7-d054-6f79-59d866544fad,WOOK SUNG HO@,,unmatched,,,False,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
118561e29-9000-7d63-63c1-1449307cac22,NO.303 KUM YOUNG,,unmatched,,,False,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
118ab589b-b6c0-9f38-f15f-4c2704a84d0b,EOSEONGHO,,name_fuzzy_below_threshold,슬로우시티청산호,427.0,True,not_attempted_no_mof_match,,,name_fuzzy_mutual,88오성호,one_side_missing
118e9ed4b-b466-7ae5-f9dd-ef8c08a3ae13,216 YOU AN HO,,name_fuzzy_below_threshold,7해구호,161.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
1195fa00a-a51a-eaa5-89bb-38a70ec4edb4,,,unmatched,,,False,not_attempted_no_mof_match,,,unmatched,,
11a89e29a-ac83-0469-9aef-b2f0b9f8a3a2,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
11ae3302e-e8fd-1c4a-fb2d-13dff6f16c1d,DAE SIN 5,,name_fuzzy_below_threshold,대성,203.0,True,not_attempted_no_mof_match,,,name_fuzzy_below_threshold,,
11ae39763-3308-b2ef-951e-3e39958bae44,,,unmatched,,,False,not_attempted_no_mof_match,,,unmatched,,
11b036b06-6583-3e0e-74ca-14e84d218c62,WOOJINHO,,name_fuzzy_below_threshold,NO 8 KYOSHIN GO,656.0,True,not_attempted_no_mof_match,,,name_fuzzy_non_mutual,원진호,none
11b411f7f-f87e-2d4b-bd4e-e4eab7d224df,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
11bca4d42-285c-afbb-a02c-792cf1f19286,,,no_identifier,,,,not_attempted_no_mof_match,,,unmatched,,
11cc3959e-ec9e-51ba-6424-99624dac9807,,,unmatched,,,False,not_attempted_no_mof_match,,,unmatched,,
