vesselId,letterPart_호제외,number_호있는것,number_호없는것,koreanNameCandidates
c4fb9832a-ab5b-556b-ff44-b9f306780dbd,KEUMYOUNG,,88,금영
c4fcdf0ac-c93f-07a1-a29e-e598749d2426,GU GWANG,,,구광
c509bb95d-d4bc-e131-9e0e-2bb7d3e67f4e,HAE DEUK,,,해득
c521ab12c-cc35-949a-30b9-9e26a519a16e,DONG GANG,,7,동강
c52640aff-fa78-6586-2ab9-dce6c194d094,DREAMFISHING,,,
c52b02b36-619d-e115-0db1-780f0f36efac,KUEM SUNG,,,금성 | 금승 | 금숭
c53a1a867-7f90-2e39-9e3a-a49c9e460dd9,JAE SEONG,808호,,재성
c53bc6866-68fc-9d24-d2e2-7c8bac8202e2,VIP,,,
c547f85bf-fb1d-a755-bf47-e4fda3f52637,BADA,2호,,바다
c5a2144f5-52de-eadd-c8cc-b5c91c7d40a6,BAN GA WER,,,
c5a566c22-2474-22bf-9900-c849f9df87e6,BIGMAMA,3호,,
c5e8a6b70-0a52-8a58-3664-2a5ec89382c0,GWANG DEOK,,,광덕
c5f90548a-aa08-a7b5-0520-e4e5032cb326,RED FORCE,,,
c5fa596fa-a468-8f9a-9db6-0ff1ef90506a,HWANG GEUM,,,황금
c6008b9c8-8de0-860a-e4dd-9d77888c8b4d,BI GEUM,,,비금
c6105b31b-b7d8-7265-587e-90dc903f0227,JIN SEONG,,,진성
c62426994-43bd-179f-a608-2ffe37afec58,MYUNG JUNG,,101,명정 | 명중
c625a1a75-511c-62d4-471a-43fefbe3679b,DONGSIN,,,동신
c648c3d18-876b-cf7e-7036-967b7f8fd3e1,SINAESAN,2022호,,신애산 | 신에산
c64c9c0ab-bcaf-be7b-8502-72fb529bd835,RAINBOW HO@,,,
c66bc6642-24b8-5f58-3878-d29ca21d05ee,BONG UN,,,봉운 | 봉은
c68fa8585-5e8a-5038-6eb0-35f78aa1bd16,YEONG DONG,,,영동
c69124f9a-affc-0c6d-4467-9609c6031c12,SEO JIN,,301,서진
c6971a4b9-9e10-6eea-106d-afd823af152d,SAJO THETISIA,,,
c698344b4-4722-4817-4aee-866d13b1c107,HAE SEONG,,,해성
c6db52ad7-7beb-6d96-4495-53e5de2fb640,SEJONG,,,세종
c6e35e4bd-dcd5-2424-0298-e18e291b6a6a,TAE YEONG,2호,,태영
c6e6f88a6-64c0-a60e-1f6f-794312065b9a,GEO SEONG,2호,,거성
c6e819350-094a-356a-4cb9-e0357494aaac,HEEMANG,,,희망
c701d35b3-3e9d-3d2e-b842-d8f39f008985,WOONG EI,,,
c707ebe38-8827-a87c-881f-34a93b7968d6,DAEII,200호,,대이이
c709c3d50-0830-2869-de80-0f705b060d77,JINHEUNG,,,진흥
c70d6a8c4-407b-1a57-43f1-bb211cbb9501,DONGWOO,,,동우
c7139172b-bc94-90e3-1ec0-a207a4aafce2,LE IN JEO HO@,,,
c714652a2-2685-c237-d7ff-fa26c2470e9f,GYEONG SUNG,,2,경성 | 경승 | 경숭
c722f899c-ca2c-9ee5-c597-063f36eecc3b,SEONKYEONG,2호,,선경
c72b4da9a-a638-f950-47f8-69c189d2357e,SO SEO,,,소서
c72fbb276-6b6c-e772-3668-dd07c83866bf,TAE SEONG,107호,,태성
c7311df83-394c-09a2-1a2d-4757a308326a,GWANGYANG,,66,광양
c769a952b-b170-53d8-28b0-b05c994773fc,MANBOG,7호,,만복
c78f5d069-98a5-041e-05cf-23e01e806cbc,JEDONGWON,108호,,제동원
c7964cf1c-c53f-8a6d-f59e-0dfdaa1b374c,TAE PYEONG,,,태평
c7a8ac9cb-bd88-d0c8-a488-a27eae902caf,HEA KYUNG,,,해경
c7bdb583b-bf29-a3a9-100f-689d9e871ddc,JONG SEONG,,,종성
c7c8f8258-8073-676c-7b1c-cf3b65eab9c1,JE SIN BANG JU,,2022,제신방주
c80319ad8-876e-9aa6-a418-04392fabc77e,TONGYEONG CHANGHYEON,,,통영 창현
c80553580-0688-a6bf-4b95-8badaf0fada3,SUNGBO,106호,,성보 | 승보 | 숭보
c8255549f-ff84-8517-27d6-4bffaa16e771,DAE SEONG,,,대성
c8281371c-cfc9-b735-3ed3-7afa13c21d82,SINHEUNG,,,신흥
c85d84b46-6bcc-9254-7bb5-ad264939e62b,RI DEU,,,리드
c85f17289-9c49-2889-b5fc-23f11832e84c,S,,1,
c86b552e1-1702-b537-24ca-c9e399524bf9,GWANG MYEONG,,,광명
c87dbf523-3373-1874-6efb-204b5dda989d,HAE GWANG,,,해광
c87ed1b45-5692-1283-25fc-f82c888f9123,IN GWANG,,,인광
c88bb0b45-5dfa-0518-cde9-25c3d2181765,HAE LIM HO@,,7,해림 | 해임
c88c6e86c-cc53-2dc1-33a7-6c9f026689a5,DAN BI,,,단비
c88c7c540-0555-28e4-b1d3-32436e3bd6af,CHANG SIN,,,창신
c89402ac3-3db9-55b1-48d5-44f1d23f95e8,HWA CHANG,,152,화창
c89d56949-92aa-a3ef-b0ac-d81d51629449,YOOIL,3007호,,유일
c8a05f4bf-ff35-51c6-66eb-bffe890c141e,HAE CHANG,,,해창
c8b3c6b1c-c1b2-eb07-c9fd-22d5e2067d0e,YONG JIN,,2016,용진
c8b539310-0400-c868-ed2b-89769f80a8fb,PUNGJIN,,,풍진
c8be6455e-e831-f0d3-d312-4f5ebdfac625,NO. KEUM SUNG,,125,금성 | 금승 | 금숭
c8c40ac81-1ec3-695c-51c4-0a257cb20b72,CHEONG YANG,,,청양
c8ce2ee80-0958-ebb3-51ac-e8ca663d92f2,SEONYANG,,36,선양
c8db674be-e413-cea5-0412-fc06b3aba324,WOO JIN,7호,,우진
c8e9ac863-3fb9-62a2-e68d-eef4266dc250,SE LIN,,,세린
c8f2ec1ee-e524-9914-0689-b00f25951611,JE DAE DONG,207호,,제대동
c90f276ed-dffe-285f-6f43-449516778c31,IRIS,,,
c92b2bc89-9028-299b-e671-b50b0b84dac2,EUN KWANG,,,은광
c961d1524-4681-91f7-bacc-7979b537df0b,DEOG YANG,,,덕양 | 덕향
c96beffce-e085-c902-b445-7fa364908d12,HAN BA DA,,,한바다 | 한바대
c975c9292-269c-5e1d-6605-f810efa51305,SEO KWANG,,,서광
c9780ed51-125c-16e7-007b-4bd6656dbb69,RUCHE,,,
c97b106af-fefe-f624-dc44-7c9f14857e64,JEDEOKSUNG,103호,,제덕성 | 제덕승 | 제덕숭
c97d66fb5-55c4-f35b-7cbb-498819866fc5,YOUNG SOO,,,영수 | 용수
c985f43db-bcab-b8b3-6bb0-b147ffb2e61d,HEEYOUNG,,156,희영 | 희용
c98b49d54-4d65-7ecd-7102-1e1adc63c761,GREEN,1호,,
c99392303-3d5e-f658-a2ad-9af92572b3a0,YUNG KWANG,,3,영광 | 용광
c9a3a3e92-2ca4-bf7c-b90b-54d1e95ab700,SEONG KWANG,2호,,성광
c9aacd549-90e1-5638-85d3-7a37ce57b840,GYEONGSEONG,,,경성
c9af84c04-42e4-2611-221c-f68e5a3e4a58,CHEONSA,17호,,천사
c9da8653b-bfd3-86dc-4348-c4fcc5e96421,ORYONG,,311,오룡
c9e0c2673-3cd1-63ad-a380-4c1c5c30cfef,NEWSEVEN,,,
c9e7a866d-dbfe-3c68-2411-ba651386d735,BU YEON,,,부연
c9efea2d1-1798-7085-d10e-71d7485b65bd,SMART,,,
c9feecbfe-e9c8-9b14-eb5c-c2e7042b49fa,HAE SUNG,,,해성 | 해승 | 해숭
ca18d2d0e-e725-47f7-67a2-f67e42ca9a9c,HAW CHANG,,67,화창
ca1c611e8-8eb4-459d-3ca7-acbbc452b9f3,NU RI,,,누리
ca3e06622-21ee-fe7f-b2a8-4403e6da9317,SOUNGJIN,5호,,소웅진
ca3fa662b-b3b3-3e80-7c45-ba2da0c7b5cf,DONG SAM,,,동삼
ca43257c3-3479-5c04-a331-e0b98445fac4,DONG HYEON,820호,,동현
ca45ea941-1b6d-9319-abc1-d5871c1912a2,HWA GEONG,,,
ca82f78a6-6997-e8a0-11f9-38d2fa245921,NO. IL SIN,21호,,일신
ca88a0acf-fd79-bc2a-ff06-9ff6a6fd0653,BUYEONG,,309,부영
ca9996221-12d9-b71f-430e-27e5df8458b7,JEONG IL,1호,,정일
caa15e24f-fb2a-191f-b64f-0046cb95bb35,WOO JEONG,,,우정
cac731a28-8731-3400-d4ce-b845654038c2,DAE SEONG,,37,대성
caccf739c-cd4a-8fa1-478d-9dea41c92aa0,KEUM NAM,,,금남
cb0929e61-18d7-6ea8-441d-6109f567702d,DONG HYEON,,,동현
cb23d9d7b-bbd3-9dfe-5618-7065f7f26c04,CHUN ILL HO@,,,춘일 | 천일
cb2483d28-8638-da1d-ed11-5bb0483c42e2,JEUIL,101호,,제우일
cb2a8051c-c04e-92a9-e006-bd6a6a05e4f0,KO RYO,,16,고려 | 고료
cb41a7986-610c-b768-5b95-0e372e7124bf,CHEONSA,6호,,천사
cb4427951-1d0f-b4a4-d79f-e63805b8879a,MADOROS,,,
cb4a355d1-1c9b-160f-395e-56433909af0d,SONGKANG,,,송강 | 성강
cb56b5a9f-f354-9056-13f1-6bd4c6ce3a0a,NEW BLUEMARIN,,,
cb7d9efe4-4344-baa4-c76d-6b126f7f9071,WOO MI,,,우미
cb822cc70-032f-9afe-89ab-c006cf468e09,DAE JEONG,,,대정
cb82bad63-30ae-bc55-431e-e7f1db82e251,HYUNG JIN,,108,형진
cbb4ca0fe-ef53-27df-e843-5f8b83d51bd9,MYEONGGYENG,,133,명경
cbb4d8f87-7250-910f-b80d-8fbd08b5daff,MAE IL,,107,
cbbb9bac3-3b64-d689-0b77-42efc54176a4,NEW KYUNG WON,,,
cbbf52b2b-b347-4b7b-c9e5-3c6f5a5bbb5d,HANNA,,,한나
cbd3dae52-2bf9-155c-5aba-f1d4f7253e29,DAEHYUN,,207,대현
cbde375dc-c242-8d80-a256-11ef65a1060e,TAE BAEK,,201,태백
cbfd834b5-51ef-a7a2-7a7d-fcd03ae0cf19,BU SUNG,,,부성 | 부승 | 부숭
cc015b148-845f-df66-881e-c5e6f285adfe,YONG JIN NO.,,1,용진
cc1d4576a-a655-b237-42c1-c571040fc80a,YA SU,,,야수
cc1ee2de6-6ebb-ade3-926c-10e6ae5d4958,HYUN DAE HO@,,2,현대
cc20821ab-b7b7-460f-ed1b-3cd4523da8e1,MYEONGJIN,,,명진
cc2633841-1089-e703-dc10-e4a3b7611068,SI NE SAN,1호,,시네산
cc2a037eb-b253-e4fd-d5ae-148de8e017d7,HAISUNG,,211,해성 | 하이성 | 하이승
cc2a17827-7836-603a-7ff7-048db3be24b1,YEWJIN,,5,여진
cc2bc2b0c-c3c0-2c0f-b230-9d9e77848116,CHANG SEONG,,,창성
cc42472f6-6613-3385-5e80-f4b6888cf3c2,SEONG IL,,101,성일
cc43981c6-6528-d53d-218e-011af98e2cc3,SU YANG *-*,,,수양 | 수향
cc571e281-1bd2-831f-c29d-2dbc0ec14385,GYEONG IN,,,경인
cc5a13b81-1133-b9f6-cd6f-23757b08563e,NEW YOUNG GWANG,,,
cc642476d-d1d1-bd11-0ac9-785cd9fbd07a,SEOCHANG,808호,,서창
cc65c1588-8e54-8bda-0d92-5ae288d34309,MAN IL,,,만일
cc712e737-72ba-195b-824c-9685839dc130,MYEONGJEONG,,303,명정
cc7b636ec-c326-9dbf-c409-6f87028aa5ee,WON JEONG,,,원정
cc7c64899-9115-08e5-c87e-1a70300a38ef,SUNBOG,7호,,
cc84ddc36-6d59-720c-99f0-9b46a50dcf45,HAE SIN,153호,,해신
cc878183f-f26b-e2d2-f107-1baaeeefa017,DONG JIN,,,동진
cc8de07d8-8155-395f-3e14-efe71d6e278c,HAECHANG,,,해창
cc8e8fdbf-f3e9-fd85-e686-5f1616c72c92,DAE YU H,,0,
cc94bf179-9207-c888-5ea3-2a6e0b83b892,EO BOK,,,어복
ccaebd683-3172-7116-553e-6ce3217b6e43,NEWSTAR,,02,
ccb1ed766-67de-b48a-151d-713ee18b1f57,WOONG CHEON,,111,웅천
ccbc2132e-ee33-5053-1e2a-b74710572c6b,GREEN BLUE,,,
ccbd5a365-502f-6cc0-77c6-08e7012bf644,CHEONGHAEJIN,,,청해진
ccbff7254-4d97-f37c-0857-6490336004c5,GIL JEONG,600호,,길정
ccc5abb75-5154-0779-2fae-5c33df914f99,SE JONG,99호,,세종
cccb072f8-8816-7fa2-cea2-61ddf42a9d87,JONGJIN,,,종진
ccd0341c5-559d-6124-fafc-8db60ba7aa78,BU KWANG,,,부광
ccd2ea2a9-9f71-fc32-74a5-9dfe8ffe86d5,HAIYANG,,,하이양
cceed1096-628f-c627-7422-8941359de49e,PHOENIX,,,
cd093b38a-af2e-7dff-b2c2-df7f6a6e5891,ASIA,,,아시아
cd09e4274-4317-0244-57a1-036113ad991f,TAE HWA,,,태화
cd158aea9-9841-87f5-3613-7e036a563c24,MANSOUR,,,
cd1b66b4f-f749-91e1-f762-c08ef638cd0b,HAE BOK,,,해복
cd207ca54-4b87-e482-328b-885eb0e8827d,DAEWON,611호,,대원
cd4656b36-6aba-3621-6e5a-3d76b880b0b6,NAM IL,,108,남일
cd4f20b55-5cab-f598-3d26-a8a957929abc,NO. TAEKYUNG,,88,태경
cd5797a9d-dbb6-c621-e884-b6ed6a11e62b,DOK HAN NOM,,,
cd6da6bac-c120-ea23-fec4-4a16d1065aa8,KEOMBOK,,63,검복
cd8b68107-70d4-2347-f48e-42ecb7bae1b3,MANSEON,1호,,만선
cd96f13dd-d60f-1dc9-a980-0d0d99b549fe,DONG BAEK,,,동백
cdb367ff9-9322-37b5-66da-4bab387140c1,MANDEOK,,,만덕
cdb905d93-3b72-9666-ce8a-4b7c9ed36e68,SU SUNG HO@,,,수성 | 수승 | 수숭
cdc32f6b7-7b46-b806-0517-64bf216a978a,YEONG JUN,,,영준
cdc7bad37-7b9d-d6c4-ae06-e617672d92ee,YEONG HEA,135호,,영해
cdf381b77-7627-0abb-983e-4df54ef4d6c0,JJANG GA,,,짱가
cdf461795-5be4-f3e3-4a08-9a3c90453b7c,DONG KYUNG,,,동경
cdfab2895-5129-4475-5cd3-e4a432b60b95,HAEYOUNG,,72,해영 | 해용
cdfbef82e-ec76-a9ab-cf11-417dfc11c26c,JAEWON,,,재원
ce1080446-61cb-6d94-a6db-ac760c5eccee,JE YU JIN,15호,,제유진
ce33e7d1c-cb6d-5c5e-f227-5395831d149c,DO YEON,,,도연
ce4a0be5b-b6b5-7852-f636-b1202233ceff,JAESEONG,,2020,재성
ce586cb58-89ed-d7f7-7170-b91e0a2f66c2,BA I BEU,,,바이브
ce7e46e24-4126-a7ee-abeb-4e6ba98200a2,JOYANG,,6,조양
ce8ad2376-681b-2ad7-f85d-87feaf5a87a7,YEONG SEONG,,,영성
ce97f55f4-4c23-36a7-7964-9e060cc1e2a3,BLACK DRAGON,,,
ce9e83e1e-eea1-e0e1-da05-3080592c7717,DAEYOUNG,,,대영 | 대용
ceba476da-aebd-453d-70a6-c8262ab2aec8,JEBORYUNG,16호,,
cec4702bc-c8cf-e3dd-4318-9fb6afb5921a,DAEHAN,2호,,대한
cee52dd64-489d-ff55-eaea-da43a1693bf5,MA GEU MA,,,
ceefe07f8-8a82-bd29-7a3c-9596d5a6e1a0,KUMKANG STAR,,,
ceff6477c-cbc3-43f1-c149-bb3cd1a90a0a,DONGMYONG,,,동명
cf048061d-de74-b761-53bc-89952f56218b,JINSEONG,,2024,진성
cf04aaa2d-dad0-ade5-413a-23beeae75926,SHIN YOUNG,,,신영 | 신용
cf0830cfb-b344-2fe0-7dd2-2d55ad205110,JE BU YEONG,,7,제부영
cf0fcfa7c-c8e8-7576-94e5-57e02798c52f,SEAHUNTER,,,
cf24865df-fd85-c723-0f9c-d7cf34c27a23,ILSEONG,,8008,일성
cf3acdfb6-65e8-3e87-7f88-5dfd647b9609,YONGJIN,,,용진
cf438da00-0077-168f-b3f2-09837dbcea70,DEOK JIN,107호,,덕진
cf43c1d76-6e37-d246-c8f6-b9e68b8d8e76,SAM YUANG,,17,삼유앙
cf4821c09-9f8c-ac0e-4fe9-7bc9b90d58b1,YOUNG CHA@,,,영차 | 용차
cf7519e47-7873-de57-f3ca-0d0e4d909c40,SEUNG JIN,,,승진 | 세웅진
cf9b035f7-77db-bdf9-d03c-bbfe6733251a,SEO NAM,,,서남
cfc018e77-724f-84bd-90b2-9d4b7e4d2080,JAE HEUNG,,,재흥
cfd4617fc-cab5-bec9-c867-55b28407568c,GEUM GANG,,7,금강
cfd6f8976-62b4-e825-a104-1fc535014ebd,JA YEON FISHING,,,
cff4f415b-b5ea-2383-c821-e352720f4a8a,ARIRANG,,,아리랑
cffb247a8-8fae-e17e-641c-a978b4de1f8e,MUNCHANG,,3088,문창
cffd8a41b-b61d-c4e4-2802-f1c2c8625043,JIN YANG,,,진양
d01007565-5d4f-bb25-19c0-bc7464f5c62b,JE YEONG JIN,7호,,제영진
d01e3b851-142a-73e7-93cc-49352dceaea1,MINSEONG,20호,,민성
d01f717ee-e687-9d42-69a5-f84c4befd123,NO DAE SUNG,,5,대성 | 대승 | 대숭
d02492f6e-edab-18cc-6547-1d454b410a5a,SAMJEN,101호,,
d031ad662-2a66-a80e-20b5-b705073f5368,EUN GWANG,,,은광
d039e9b88-8444-3fca-4635-a8e7f506b7df,KO RYO,,1,고려 | 고료
d03a550d7-7400-0371-ce64-56bc80fac0c6,DAEYANG,,,대양
d03c6e82f-fb34-4e2a-d061-b039bff6fea0,WORLD FISHING,,,
d051106f4-4e50-52c8-bc30-4d18efeffebc,GEUM SEONG,601호,,금성
d06354654-45b7-dc4e-8e31-6f62727f8c6a,CHANG GYUNG,211호,,창경
d06502d01-17be-4487-2d79-7b46c72711d6,DONG YEONG,,,동영
d06532bcc-ca6f-a0a0-8b83-7353cff3a770,NO. YONG I,,8,용이 | 영이
d06f3ba2e-e881-06d9-68e4-b4a4a02dd6b8,SONG GANG,,,송강 | 성강
d071f6684-444b-c4c1-5d01-cbf0dbef046f,DONGNAM,,,동남
d0839757d-d43b-5803-f142-aafef203d05d,JE IL,108호,,제일
d09251fe7-792a-8225-25c3-bac87061c0f1,WOONGCHEON,,108,웅천
d09b282c4-458c-6646-9286-23a7d0493a75,NEWMUJIGAI,,,
d09cfc5b2-257c-711b-593c-9e50311c6f00,MAN SEON,,868,만선
d0b642d05-5dc8-7474-7714-378e5929e485,JAE SUNG,,2021,재성 | 재승 | 재숭
d0cfeb058-8d49-2a09-6ca9-816d10f6afde,CHANG JIN,2호,,창진
d0dd61f33-39c2-b5dd-b908-4158032da66e,JIN SEONG,,,진성
d0e22dafb-bfec-fd51-e52e-2cd356f60e40,CHANG IN@,,,창인
d0e53e2dd-d12e-52c8-27a2-2914f5d0e3d5,HYUNJUN@@@@@@@@@@@AQ,,,
d0ed3dd6f-fa80-3386-abbe-e113c77fba01,SI EN,,,
d0ffdcb2f-f534-d9ba-8a2e-83544e286506,CHUN SEONG,,,천성 | 춘성
d1065725d-d86c-27cb-27bc-341729c8eb05,YEOWANGBEOL,,,여왕벌
d10b3392a-abcf-2931-4fa9-b4c0e3cec6aa,DAE YANG,,,대양
d11113d57-7c9c-5546-c2ed-18c5fd61389b,MISENG,,,미생
d115c1f24-4351-5a1c-5ce0-c7d38b0cac48,SUNG WOO,,,성우 | 승우 | 숭우
d118ab5a1-1174-43c4-0442-59d6285edf36,DEOK MYEONG,,,덕명
d11c44d12-2dbd-9cef-770e-be259543acb2,ROYCE,,,
d1303bde6-6314-de06-00c6-dbfd053a49de,GEUM HAE,,207,금해
d14850b03-380d-8d3c-f6b5-d31b4a2475cd,DOYANG,,318,도양
d15b1b83f-f6e0-ef87-c7a2-a99ab599f175,HEASU,303호,,해수
d16969033-3bcd-5043-5375-c87f45be26c3,DAIWON,,,대원
d17b81868-8add-54eb-192a-17483f127a6e,MOON HWA,,2021,문화
d18396cbb-b2fb-792d-1ab3-23511b0f0d44,SINKWANG,,,신광
d18bf4926-6834-7459-26f0-b4b80d09ba93,.CHANGYOUNG,,801,창영 | 창용
d190f43ef-fd8f-1950-f9f0-b6a105401e8e,YEONG SIN,,,영신
d1a5ae41d-d653-7f4e-c29c-cd1f042bbc80,SEOMJIN,,,섬진
d1b68469b-bb2d-0d51-5f8e-b052d0a40961,GOLD FISHING,,,
d1d183f38-8e5e-8314-77f8-9aaba047bd59,DONG WON,106호,,동원
d1e498f39-90ea-e04b-8835-e0b0020de0af,NO. KEUM SUNG,,208,금성 | 금승 | 금숭
d1eb33e4c-cfd0-6e8f-95a8-ddfdabd9fa2c,CHEUNGHYEON,,,
d1fa12b92-2e89-29c0-74a7-720d86374851,YEONG SEONG,,,영성
d1fe12797-7518-98fc-c5f3-1972090d820b,HAN YANG,,,한양
d200b449a-a97b-ab5a-988f-1b01298673f2,DAE SEUNG,,2021,대승 | 대세웅
d2058bef8-894b-e357-6bc5-7793e48ff912,JEIL,,,제일
d20743dea-a9a1-f776-bab8-f71efea0f736,JBU OPAL,,,
d224883d9-988e-743f-a148-003c3aee3de4,OO JIN,3호,,
d22cb5148-8d7b-dffb-b283-97426213cff8,GEUM SEOK,909호,,금석
d23e26fa0-0a86-9119-2871-523481247477,DONGHAE,,,동해
d248b6668-83f6-82af-c497-8fe49dfae61e,EUN SUNG,,,은성 | 은승 | 은숭
d2548bd64-4627-9933-c2b4-82df56a8eb47,YONGSEONG,33호,,용성
d25cf8ed5-5800-7690-d4b6-7b822d30d835,SEIJEONG,,,세이정
d260dc612-2acf-b2ac-10f5-52b1e7319376,SEO KYOUNG FISHING,,,
d26fa497d-d850-db00-6b61-ab707de6c43b,IVY,,,
d270b107f-f176-6de5-7518-88c3cbeacbc3,SAMHYEON,,,삼현
d27cce8bf-fae8-a4dd-8685-022826d7117b,SAM YEONG,,,삼영
d28c5fbf2-25d6-7e0b-3c04-6542ad37b0a5,JE DONG SIN,2호,,제동신
d2999625c-c178-ffe9-5c04-e5c9fe62a7ac,YUNG NAM,,,영남 | 용남
d2a08346f-fa4d-89ef-505f-8548202bd125,SEONGMIN,,,성민
d2a5f19f3-3c93-0309-0097-a48c1f2b412e,HI YEONG,,,
d2d3a7708-8405-2bef-c2fb-dcc0d0b46cb3,SAM DO,,,삼도
d2eacfd9a-a772-ab85-23e1-dc840a836256,NEUL BIT,2호,,늘빛
d2eee0904-4dcb-1fef-8014-ef2503d014ff,HAE CHOON,,,해초온 | 해조온
d2f67a18b-b3cb-c2dd-8b54-259416cafaa6,MANSUNG,,,만성 | 만승 | 만숭
d30234bc2-28c1-4524-c291-f059a14df5a4,SECRET,,,
d3056a722-209e-1f54-3796-e445eb5d83cf,DONG A,,,동아
d3057ecd2-2c02-dfb2-43bc-ca24fdd5d306,DA GEON,,2013,다건 | 대건
d31470a76-6aae-a34a-4c3d-bd4c64bc508a,SAM HAE,,707,삼해
d316ca4b1-1361-78b3-b894-8f432a65d2b3,BU CHANG,207호,,부창
d320477a8-817b-004a-6053-c7275cdf4aba,TAPPISING,,,
d324f20ea-a62e-8fbe-a45c-85431daf39eb,SE YEONG HO@,,,세영
d337fa80e-e52b-cc5c-a3be-41ce8978af4d,BLACK EAGLE,,,
d34fc7bce-e8d5-a6d4-2f9c-015bb242e844,GWANGSUNG,,205,광성 | 광승 | 광숭
d357e4e20-0dba-6b04-b8f2-191cd6c42860,GRAND HO- -,,,
d36264a6e-efae-619c-6554-01eb50213f26,DONGHA,,301,동하
d36adb424-4e3a-0483-9f57-ce9651a68edb,TTAENG KU,,,땡구
d39345637-76cc-e21e-b284-d303c29b71ba,NAN JI,,,
d396bdef5-5068-a3c8-c698-86154214dee5,CHEONG UN,2호,,청운 | 청은
d3a496fac-c1f8-0dd9-6300-f80c7ce223f7,DEOG HAE,802호,,덕해
d3a55921a-ac65-f4f2-5a00-7a3484ee9f3b,DU RI,,,두리
d3a80c0f2-22ac-2b7f-06ac-e7d0501ed166,YOUNG JIN,,,영진 | 용진
d3a862e72-2683-a092-8c3a-3dbfda2ef2a7,SIN DONG,,,신동
d3c14e5b9-9ba4-0210-4dee-941643b5c1bf,NEW STAR,,,
d3cc0b26c-c6e4-1482-99d7-8296f5b4120c,HAE SUNG,,19,해성 | 해승 | 해숭
d3d536778-8d46-9dcb-81bf-98abfe47f80b,KYEONGHAE,,900,경해
d3eb83f82-2371-4053-90ae-5d612d4ad9f7,BUGANG,,5,부강
d406f8538-81a9-7a35-1c23-b0b0759a5c82,HAE SUNG,,,해성 | 해승 | 해숭
d40b05b90-0d96-9301-6466-ec4e06fc53c2,HAE JIN,,,해진
d4167e8a9-9ff6-1f4a-9416-4f38c44cf778,YANGCHEOL,,,양철
d4446c1a2-26a7-1016-1952-974665c21093,NEW ENJEL,,,
d44bf771d-d5ef-e8e3-5d62-4cda301fcc7d,HAN RA,,,한라
d469f516f-fc8d-f65a-ed91-eef2004d076b,POINT,,,
d47ca15cc-cf03-fde3-4e2f-a344641aa3e6,PUNG YANG,,307,풍양 | 풍향
d4896e833-393a-1313-9437-4329aed53855,YEON CHUL@,,,연철
d4b8f28ff-fd75-89db-3f26-764337f59089,TAE YA,,2020,태야
d4c9d1d44-419f-993b-92e9-17057fb10e42,HONG MYEONG,2023호,,홍명
d4ca3c261-1251-f785-1796-d0cf42bbbf03,DAE .KWANG,,,대광
d4e28c6f2-28b9-682c-a151-ee88cfcb06d7,HAENG JIN,,,행진
d4f221503-3da6-a216-c86a-5ed2a7b9b04a,MANGU,,2,만구 | 망우
d4f4116fc-cfec-dc42-6d16-8518f9d019b1,HAN IL,,,한일
d4fb8dce1-1daa-81ae-f33b-af75d42a91ec,DAE POONG YEARN,,,
d505bad3a-a2a5-bc60-dd8d-e8ab41a00e8f,SE GIL,,29,세길
d50cd1f05-5100-b938-c6fa-cd9db236fd24,YULAM,,,
d513c13aa-adaa-c515-50ac-8c1e5a311270,DEOKSEONG,,,덕성
d51441085-578b-a3e0-7839-761774068f4d,SAM HEONG,2호,,
d51c4c0cc-c355-f1f4-3a79-98c26e9c2197,NEW KYEUNG JIN,,,
d522317df-fd34-6a4a-82aa-8eb3fa156bb1,DAE YANG,103호,,대양
d52fc677d-debb-03c0-303a-8d0705bcfcf1,YEONGJIN,,106,영진
d5396b95f-fb99-971e-b31d-5aa357cdd575,HAEOREUM,,,해오름 | 하어름
d5504a10d-de1a-4177-c96e-f215fe272afa,NO. YEONGHWA,,306,영화
d5562dcef-f273-c634-ea7d-85eb01273b2a,SUN GYEONG,,25,선경 | 순경
d5652a10a-a54b-86fb-083d-d52d29b47729,ARA,3호,,아라
d575357d7-7197-589e-5f80-0da0014f414d,MYUNGKYUNG,,,명경
d58032706-6852-0782-61ef-ba613aa63fef,BONG JOON,,,봉준 | 봉조온
d59340db4-4392-9fd3-4a0c-405040704bc5,CHEON SU,,,천수
d5a4aaf8a-a40a-df63-932a-a9cabc20808d,JEUS,,,
d5a8d8ade-e809-98bf-fe8c-4a3f7fd53e99,YONGJIN,,3,용진
d5b3dad36-6256-9167-d1f2-b8aa912007f2,NAJIN,,,나진
d5cbf5033-352a-d756-8021-5ba0c629a42a,NO. KEUM SUNG,,118,금성 | 금승 | 금숭
d5cc2fbeb-b53e-4941-2441-8f60c772436c,NAM PO,,101,남포
d5d16a358-88d0-06f0-4be4-d9769f2647ec,DAE DONG,,,대동
d607d3f3a-addb-2e8d-43bc-0ef4c6a76ca0,HAENG BOK DREAM,,,
d60b73412-2aec-e6ff-c193-79ac53971999,NAMJIN,,,남진
d60b7f0eb-b7db-b39f-f790-78043dfd6444,NEW HAE DEOK@,,,
d6177e9ea-ae1f-bc12-7121-1c78311157f7,SPECIAL DREAM,,,
d6197ecfb-b27a-6426-e261-5a287a990140,CHEONG HAE JIN,,,청해진
d66082379-95e2-0de4-3a0e-faae7e2d29b0,HANA,,,하나
